post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
187979743.interview-case-study-voiceguard-analytics,2026-02-14T19:56:03.224Z,true,2026-02-14T19:56:03.306Z,2026-02-14T19:56:03.306Z,newsletter,everyone,Interview Case Study: VoiceGuard Analytics,Interview prep for those looking for. a Branding & AI career,
187931853.the-weekly-harvest-what-engineering,2026-02-14T07:13:32.034Z,true,2026-02-14T07:13:32.180Z,2026-02-14T07:13:32.180Z,newsletter,everyone,"The Weekly Harvest: What Engineering Students Should Do With 6,718 Jobs That Refresh Every Seven Days","February 13, 2026 Greenhouse jobs",
187907576.spacewar-pdp-1-one-of-the-first-video,2026-02-13T22:42:52.973Z,true,2026-02-13T22:42:53.088Z,2026-02-13T22:42:53.088Z,podcast,everyone,Spacewar! - PDP-1 - One of the First Video Games (MIT 1962),Spacewar! and the Brief Utopia of Building 20,
187818204.northeastern-mgen-spring-2026-career,2026-02-13T03:11:30.157Z,true,2026-02-13T03:11:30.228Z,2026-02-13T03:11:30.228Z,newsletter,everyone,Northeastern MGEN Spring 2026 Career Fair: Graduate-Level Software Engineering Talent,"March 3rd, Curry Ballroom. Hire interns who can contribute from day one—no six-month ramp-up required.",
187814337.understanding-linear-regression-a,2026-02-13T02:29:50.734Z,true,2026-02-13T02:29:50.840Z,2026-02-13T02:29:50.840Z,newsletter,everyone,Understanding Linear Regression: A Logical Progression from Axioms to Application,Understanding Linear Regression: A Logical Progression from Axioms to Application,
187813396.the-epistemic-divide-how-two-companies,2026-02-13T02:14:15.521Z,true,2026-02-13T02:14:15.617Z,2026-02-13T02:14:15.617Z,newsletter,everyone,The Epistemic Divide: How Two Companies Faced the Same Crisis and Made Opposite Bets,"When AI Commoditized Intelligence, Only Judgment Remained Valuable",
187810617.meridian-analytics-scaling-judgment-233,2026-02-13T01:25:07.684Z,true,2026-02-13T01:25:07.780Z,2026-02-13T01:25:07.780Z,newsletter,everyone,Meridian Analytics: Scaling Judgment or Scaling Headcount?,Possible Soultions to the Practice Case Study,
187810013.meridian-analytics-scaling-judgment,2026-02-13T01:18:19.672Z,true,2026-02-13T01:18:19.956Z,2026-02-13T01:18:19.956Z,newsletter,everyone,Meridian Analytics: Scaling Judgment or Scaling Headcount?,Interview Practice Case Study,
187798067.the-advent-of-the-algorithm-the-300,2026-02-12T22:30:17.287Z,true,2026-02-12T22:30:17.422Z,2026-02-12T22:30:17.422Z,newsletter,everyone,The Advent of the Algorithm: The 300-Year Journey from an Idea to the Computer,"Russell's paradox, Hilbert's program, Gödel's incompleteness theorems",
187787558.infinitesimal-how-a-dangerous-mathematical,2026-02-13T23:49:55.730Z,true,2026-02-13T23:49:55.884Z,2026-02-13T23:49:55.884Z,newsletter,everyone,Infinitesimal — How a Dangerous Mathematical Theory Shaped the Modern World,"How Dividing by Zero Divided Europe: Mathematics, Power, and the Battle for the Modern World",
187783685.attention-is-all-you-need,2026-02-12T20:15:53.818Z,true,2026-02-12T20:15:53.939Z,2026-02-12T20:15:53.939Z,newsletter,everyone,Attention Is All You Need,The Transformer's Logical Architecture,
187781762.the-signal-and-the-noise-why-so-many,2026-02-12T19:59:37.765Z,true,2026-02-12T19:59:37.969Z,2026-02-12T19:59:37.969Z,newsletter,everyone,The Signal and the Noise: Why So Many Predictions Fail - but Some Don't,The Bayesian Who Wouldn’t Bet,
187773396.how-to-use-the-substack-editor,,false,,,newsletter,everyone,,,
